respondent_id,dna_segment,monthly_income_midpoint,age_group,city_tier,gender,occupation,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,stress_score,life_stage,current_mood,reader_identity,personalization_importance,books_per_month,reads_morning,reads_commute,reads_afternoon,reads_evening,reads_latenight,reads_weekend,reading_motivation,genre_fantasy,genre_selfhelp,genre_literary,genre_romance,genre_thriller,genre_biography,genre_business,discovery_social,discovery_friends,discovery_apps,social_sharing_level,format_preference,interest_books,interest_journal,interest_bookmark,interest_candle,interest_tote,interest_apparel,interest_decor,interest_annotation,interest_pin,subscription_interest,eco_importance,gifting_behaviour,barrier_price,barrier_quality,barrier_trust,barrier_delivery,barrier_privacy,barrier_platform,trust_driver,discount_preference,psm_too_cheap,psm_bargain,psm_expensive_ok,psm_too_expensive,max_single_spend,lifestyle_spend,monthly_book_spend,shops_amazon,shops_flipkart,shops_d2c,shops_instagram,shops_offline,payment_method,impulse_buying,nps_proxy,switching_tendency,platform_interest,share_intent,reading_habit_status,purchase_intent,will_buy,format_class,data_quality_flag
BDNA1536,Midnight Escapist,15000,4,5,2,3,3,3,3,4,4,9,1,1,5,5,2.5,0,0,0,0,1,0,3,1,0,0,1,0,1,0,1,0,0,3,1,1,0,1,1,1,0,0,0,0,2,2,2,0,1,0,0,0,0,3,4,214,483.0,751,847,350,1000,350,0,0,0,1,0,2,1,7,4,4,4,5,3,0,1,clean
BDNA1537,Midnight Escapist,15000,3,4,2,3,3,3,3,4,4,12,1,3,5,4,8.0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,1,0,0,1,0,0,2,4,2,0,0,0,1,0,0,3,3,222,512.0,647,1061,350,1000,350,1,1,0,1,1,1,2,8,4,1,3,4,4,0,1,clean
BDNA1538,Emotional Reader,5000,3,2,1,2,5,3,3,5,4,10,6,6,3,4,8.0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,3,1,1,0,1,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,1,4,275,534.0,902,1278,150,250,100,0,0,1,1,1,4,2,8,1,2,1,2,3,0,1,clean
BDNA1539,Midnight Escapist,15000,5,3,1,4,4,2,2,3,5,10,1,1,1,5,5.0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,0,0,1,4,2,1,1,0,1,0,1,0,1,0,1,3,2,0,0,0,1,1,0,2,3,138,461.0,650,1089,350,1000,100,1,1,1,0,0,1,3,8,3,2,1,2,1,1,1,clean
BDNA1540,Emotional Reader,30000,3,1,2,3,3,2,4,5,5,4,2,1,3,2,2.5,1,0,0,1,1,0,6,1,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,0,1,0,0,0,2,2,1,0,0,1,0,0,0,1,2,288,750.0,1096,1785,1500,2250,750,1,1,1,0,0,1,3,6,1,1,2,2,1,1,1,clean
BDNA1541,Curious Explorer,30000,3,4,2,2,5,3,3,3,3,5,2,4,3,3,2.5,0,0,0,0,1,1,2,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,4,2,1,1,0,0,0,0,0,3,4,181,,637,1033,1500,2250,350,0,0,1,1,0,2,2,10,1,2,1,3,1,1,1,missing_psm
BDNA1542,Midnight Escapist,15000,3,2,1,3,4,2,2,3,3,14,3,5,1,5,1.0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,3,1,0,1,1,0,1,0,0,0,1,1,3,2,0,1,0,0,0,0,1,6,150,357.0,498,721,750,1000,350,1,0,0,0,1,1,2,5,3,2,1,1,2,1,1,clean
BDNA1543,Emotional Reader,15000,3,1,1,6,4,3,3,4,3,10,2,4,5,3,1.0,1,1,0,1,0,0,4,0,0,0,1,0,0,0,0,1,0,3,1,1,1,1,1,0,0,1,0,0,3,3,2,1,0,0,0,0,0,1,2,404,522.0,897,1204,750,1000,350,0,0,0,1,0,1,2,7,1,3,2,2,4,0,1,clean
BDNA1544,Midnight Escapist,15000,3,2,2,2,2,2,3,3,4,12,6,1,3,4,5.0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,3,3,1,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,1,1,216,448.0,749,861,350,250,350,0,0,0,0,0,1,3,6,4,1,3,1,1,1,2,clean
BDNA1545,Non-Reader,15000,5,1,1,3,2,4,5,3,3,5,3,5,6,2,2.5,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,2,4,1,0,0,0,0,0,5,5,154,282.0,370,957,750,250,350,0,0,0,0,0,1,3,1,4,3,5,5,3,0,1,clean
BDNA1546,Productivity Achiever,60000,3,5,2,3,4,4,3,4,3,5,3,2,2,4,5.0,1,1,0,0,1,1,2,0,1,0,1,0,1,1,0,1,1,2,2,1,1,0,0,0,1,0,0,1,1,3,2,0,0,0,0,1,0,2,3,515,1044.0,1620,2133,2500,4500,750,1,0,0,1,1,4,3,7,2,3,2,1,1,1,1,clean
BDNA1547,Curious Explorer,15000,3,2,3,1,4,2,5,4,3,6,6,4,5,4,8.0,0,0,0,1,1,0,3,1,1,0,0,1,1,0,0,1,0,2,2,1,1,0,0,1,0,1,0,0,2,2,2,0,0,0,0,1,0,2,1,227,355.0,637,872,750,1000,350,0,0,0,0,0,1,1,5,3,2,4,4,2,1,1,clean
BDNA1548,Emotional Reader,15000,7,2,4,2,3,4,4,5,3,4,4,3,1,3,2.5,0,0,0,0,0,0,6,0,0,0,1,1,1,0,0,0,1,3,1,1,1,0,1,0,1,1,0,0,1,2,1,0,0,0,1,0,0,5,4,148,444.0,644,763,750,1000,350,1,1,0,1,0,2,2,10,1,2,4,2,1,1,1,clean
BDNA1549,Midnight Escapist,15000,4,2,1,2,2,4,3,4,4,14,1,3,6,5,2.5,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,3,3,1,0,1,1,1,1,1,0,0,2,3,1,1,0,0,0,0,0,3,1,163,395.0,584,792,350,1000,100,0,0,0,0,0,1,3,9,2,1,4,1,1,1,2,clean
BDNA1550,Emotional Reader,5000,7,1,2,1,3,4,3,4,3,7,5,5,3,3,2.5,1,0,0,0,0,0,4,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,2,1,1,1,0,0,0,0,0,3,2,191,366.0,501,858,150,250,100,0,0,1,0,1,5,3,6,2,2,3,4,2,1,1,clean
BDNA1551,Non-Reader,30000,6,3,2,5,3,2,2,3,2,7,6,6,6,2,0.0,0,0,0,1,0,1,3,0,0,0,1,1,0,1,0,1,0,4,1,0,0,0,1,0,0,0,0,0,2,1,3,0,0,1,0,0,0,3,6,178,478.0,760,1027,350,250,350,0,0,1,0,0,2,3,2,3,4,3,5,4,0,1,clean
BDNA1552,Emotional Reader,30000,6,5,2,3,4,3,3,5,2,8,3,5,2,4,5.0,0,1,0,1,0,1,5,1,0,1,1,0,0,0,1,1,1,3,1,0,1,1,1,1,1,0,1,0,1,2,1,0,0,0,1,1,0,4,2,325,616.0,1089,1508,1500,1000,350,1,0,1,0,0,2,3,5,2,1,3,1,2,1,1,clean
BDNA1553,Curious Explorer,15000,3,1,1,4,4,4,4,3,4,6,4,4,5,5,8.0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,1,0,2,4,3,1,1,0,0,0,1,2,3,117,428.0,666,1100,350,250,100,0,0,0,1,0,3,3,7,4,2,3,2,2,1,1,clean
BDNA1554,Non-Reader,30000,3,4,1,2,3,4,3,2,3,6,2,6,5,3,0.0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,4,2,2,0,1,0,0,0,1,6,4,188,385.0,741,821,150,1000,350,1,0,0,1,0,4,3,4,1,2,5,3,4,0,1,clean
BDNA1555,Midnight Escapist,60000,4,5,1,3,3,2,2,4,5,12,1,4,1,4,2.5,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,5,0,0,1,1,0,0,1,1,0,2,3,2,1,0,0,0,0,0,1,3,360,781.0,1319,1614,2500,2250,750,1,1,0,0,0,4,1,8,2,1,2,2,4,0,3,clean
BDNA1556,Midnight Escapist,15000,2,1,1,1,3,2,3,5,5,9,7,1,3,4,5.0,1,0,0,0,1,1,3,1,1,0,0,1,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,1,1,3,0,0,0,1,0,0,1,2,172,440.0,705,1134,350,1000,350,0,0,1,0,0,2,3,7,2,2,5,2,2,1,1,clean
BDNA1557,Emotional Reader,15000,5,4,1,2,3,3,3,5,3,10,7,4,4,4,2.5,1,0,0,1,1,0,4,0,0,1,0,0,1,0,0,1,1,3,1,0,0,0,1,0,0,1,1,0,1,3,3,0,0,0,0,0,0,3,4,259,502.0,763,1154,350,1000,350,0,1,0,0,0,1,3,5,4,1,4,4,3,0,1,clean
BDNA1558,Productivity Achiever,30000,2,1,2,4,3,3,4,3,3,8,6,2,2,4,0.0,0,1,0,1,0,0,2,0,1,0,0,1,1,1,0,0,0,3,2,1,1,1,0,1,0,1,1,1,2,4,3,0,0,0,0,0,0,1,2,431,789.0,1262,1915,2500,2250,750,1,0,0,0,0,1,3,1,1,2,3,3,3,0,1,clean
BDNA1559,Curious Explorer,15000,3,1,2,2,5,3,5,3,3,4,1,3,3,5,2.5,1,0,0,0,1,1,3,0,1,0,0,1,0,1,1,0,0,3,5,1,1,0,0,1,1,0,1,1,2,4,3,0,1,0,0,0,0,1,2,216,441.0,802,1142,750,1000,350,1,0,1,0,0,1,2,6,1,2,1,1,2,1,3,clean
BDNA1560,Non-Reader,5000,4,4,1,1,2,3,4,2,4,4,3,1,6,1,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,1,0,3,4,3,0,0,0,0,0,0,2,2,110,204.0,254,412,150,250,100,0,0,0,0,0,4,4,5,2,3,5,4,2,1,3,clean
BDNA1561,Productivity Achiever,30000,3,1,4,3,3,5,3,3,2,4,3,2,2,3,8.0,1,0,1,1,0,0,3,0,1,0,0,0,0,1,0,1,0,4,3,0,0,1,1,0,0,0,0,1,1,3,2,0,0,0,1,0,0,6,3,361,734.0,1156,1757,1500,2250,350,0,0,1,0,0,1,4,8,1,1,1,2,3,0,2,clean
BDNA1562,Midnight Escapist,15000,2,2,2,1,4,3,2,5,4,9,1,5,1,3,5.0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,5,1,248,495.0,796,1032,350,1000,100,1,1,1,0,0,1,1,7,1,1,1,2,2,1,1,clean
BDNA1563,Curious Explorer,100000,7,2,1,2,5,3,5,4,3,3,1,6,3,4,8.0,1,0,1,1,1,0,2,1,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,1,1,0,0,1,1,2,2,1,0,0,0,0,0,2,1,414,1071.0,1816,2377,2500,4500,1500,1,1,1,1,0,2,3,9,2,3,3,2,2,1,1,clean
BDNA1564,Midnight Escapist,15000,6,2,1,4,4,3,2,3,4,12,1,1,3,4,5.0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,3,1,0,1,1,1,1,0,1,0,0,1,2,2,0,1,0,0,0,0,5,2,206,405.0,537,898,750,250,350,0,0,0,0,1,1,3,9,1,3,1,1,1,1,1,clean
BDNA1565,Curious Explorer,5000,4,2,1,3,5,3,3,4,2,2,2,2,4,4,2.5,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,1,2,0,1,1,0,1,0,1,1,0,2,4,2,1,0,1,0,0,0,4,2,251,347.0,513,787,150,250,100,0,1,0,0,1,2,2,8,3,1,5,5,1,1,1,clean
BDNA1566,Productivity Achiever,15000,4,2,2,3,3,4,2,3,3,7,4,2,3,5,2.5,1,0,0,0,0,0,4,0,1,0,1,0,1,1,1,0,0,1,4,1,1,0,0,0,0,1,0,0,2,4,2,0,0,0,0,1,0,2,4,192,575.0,768,1373,750,1000,100,1,1,0,0,0,3,3,7,1,1,4,1,2,1,3,clean
BDNA1567,Emotional Reader,100000,4,2,2,1,3,4,3,5,3,10,2,3,2,3,5.0,0,0,1,1,0,0,3,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,1,2,2,1,0,0,0,0,0,0,1,4,532,1244.0,1838,2847,2500,4500,1500,1,0,0,0,1,2,3,7,2,2,3,2,3,0,1,clean
BDNA1568,Midnight Escapist,30000,4,2,1,1,4,2,2,3,4,10,2,3,4,4,1.0,0,1,0,0,1,0,3,0,1,0,1,1,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,2,3,3,0,1,0,0,0,1,2,2,262,634.0,996,1629,1500,2250,350,0,1,0,0,0,1,3,8,2,3,3,1,2,1,1,clean
BDNA1569,Emotional Reader,30000,2,1,2,6,3,3,4,5,3,4,1,3,3,4,1.0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3,2,0,0,0,1,1,1,0,0,1,2,2,2,1,0,0,1,0,0,3,5,258,676.0,1066,1395,1500,2250,350,1,1,0,0,0,1,2,7,3,1,2,1,3,0,1,clean
BDNA1570,Productivity Achiever,30000,3,3,2,2,3,4,3,3,2,5,3,2,2,5,8.0,0,0,1,1,0,0,3,0,1,0,0,0,1,0,0,0,1,3,2,0,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,5,331,858.0,1345,2045,1500,4500,750,1,0,1,0,1,3,2,6,2,4,3,4,1,1,1,clean
BDNA1571,Emotional Reader,15000,5,2,2,3,4,5,3,4,3,6,2,1,3,4,8.0,1,1,0,1,0,0,3,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,5,1,202,579.0,1048,1545,750,1000,350,0,1,1,1,0,4,2,5,1,1,2,4,2,1,1,clean
BDNA1572,Midnight Escapist,5000,4,1,1,5,4,4,2,4,4,9,1,1,1,4,8.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,1,1,1,0,1,2,2,1,0,1,1,0,1,3,1,120,275.0,458,538,150,250,100,0,0,1,0,0,4,2,6,2,3,3,2,3,0,1,clean
BDNA1573,Curious Explorer,15000,3,3,2,2,5,3,4,4,2,3,2,4,4,4,8.0,0,1,0,0,0,0,6,1,0,1,0,0,0,1,1,0,0,2,3,0,0,1,0,0,1,1,0,1,1,1,2,0,0,0,0,0,0,2,1,214,359.0,573,803,350,250,100,0,1,0,0,0,1,3,10,4,1,3,3,1,1,2,clean
BDNA1574,Curious Explorer,15000,3,1,2,4,5,3,4,4,3,4,4,3,4,4,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,0,1,3,3,3,0,0,0,0,0,0,1,4,200,391.0,617,1013,350,1000,350,1,1,0,1,0,1,2,7,2,1,5,2,2,1,1,clean
BDNA1575,Midnight Escapist,15000,2,2,1,2,3,3,2,4,4,11,2,6,1,4,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3,3,1,1,0,1,0,0,0,0,0,1,2,3,1,0,0,0,0,0,3,2,296,339.0,678,758,750,1000,100,1,1,0,0,0,4,2,9,2,3,1,1,2,1,2,clean
BDNA1576,Midnight Escapist,5000,3,4,2,1,3,3,2,4,3,8,1,6,3,4,2.5,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,3,2,1,0,1,1,1,0,1,0,0,2,1,3,1,0,1,0,0,0,1,1,179,380.0,499,912,150,250,100,1,0,0,0,0,2,3,4,3,2,2,1,2,1,1,clean
BDNA1577,Midnight Escapist,15000,3,2,1,1,4,2,3,3,3,9,2,3,1,5,5.0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,0,1,1,3,1,0,0,1,0,0,0,3,1,73,416.0,778,1249,750,1000,100,1,1,0,1,0,1,2,9,2,2,2,2,1,1,1,clean
BDNA1578,Emotional Reader,60000,5,5,2,2,3,2,3,4,4,5,7,2,1,4,2.5,1,0,0,1,0,0,6,0,1,1,1,0,0,0,0,1,0,3,3,1,1,1,0,1,0,1,0,1,2,3,2,0,0,0,0,0,1,5,4,452,858.0,1261,1865,1500,4500,750,0,0,1,0,1,1,3,7,1,2,3,4,1,1,2,clean
BDNA1579,Emotional Reader,30000,6,2,1,2,4,3,4,4,4,8,6,1,3,4,2.5,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,3,3,0,0,1,1,1,1,0,0,0,1,2,1,1,1,0,0,0,0,3,3,245,623.0,997,1430,750,2250,750,1,0,0,0,0,1,3,5,3,2,2,2,4,0,2,clean
BDNA1580,Emotional Reader,30000,6,2,2,3,4,3,4,4,4,6,5,3,3,3,8.0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,1,1,4,2,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,5,4,281,603.0,1021,1437,1500,2250,350,0,1,0,1,1,1,4,8,1,3,1,2,1,1,1,clean
BDNA1581,Midnight Escapist,5000,5,5,1,4,3,3,4,3,4,9,2,2,4,5,5.0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,0,1,0,3,1,1,1,1,1,1,0,1,0,0,2,3,2,1,0,0,0,1,1,1,1,88,363.0,413,610,150,250,100,0,1,0,0,0,4,4,8,2,2,1,4,5,0,1,clean
BDNA1582,Productivity Achiever,30000,4,2,1,2,4,5,3,2,2,6,7,5,2,5,5.0,1,1,0,0,0,0,4,0,0,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,0,0,1,0,2,3,1,0,0,0,0,0,0,2,5,455,978.0,1507,2318,1500,2250,350,1,0,0,0,0,1,4,7,1,1,3,4,3,0,1,clean
BDNA1583,Emotional Reader,5000,6,2,2,6,3,4,3,4,3,7,3,1,3,5,1.0,0,1,1,1,0,1,6,0,0,1,1,0,1,0,1,0,1,4,2,0,1,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0,0,2,1,238,471.0,779,1241,150,250,100,0,0,1,1,0,1,2,9,2,1,3,4,2,1,1,clean
BDNA1584,Productivity Achiever,15000,4,1,2,2,4,4,1,3,1,9,2,2,2,5,1.0,1,0,1,0,0,0,4,1,0,0,0,1,0,1,0,0,1,2,3,1,1,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,1,3,4,351,669.0,995,1475,750,1000,350,0,0,0,0,0,4,4,7,2,5,1,1,1,1,2,clean
BDNA1585,Non-Reader,15000,3,3,1,3,2,3,3,3,2,5,4,6,6,3,2.5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,4,4,1,0,0,0,1,1,0,0,0,3,2,2,1,0,1,0,1,0,3,3,271,416.0,745,911,150,250,100,0,0,0,0,0,4,3,3,1,5,1,3,5,0,3,clean
BDNA1586,Midnight Escapist,15000,3,1,1,3,3,2,2,3,4,9,6,3,1,3,2.5,0,0,0,1,1,0,3,1,0,0,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,2,2,2,1,0,0,0,0,0,1,3,176,414.0,655,984,750,1000,350,1,1,0,1,0,4,2,5,1,2,3,3,2,1,1,clean
BDNA1587,Emotional Reader,15000,3,2,2,2,4,3,3,4,2,13,4,4,4,5,1.0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,1,1,3,4,1,0,1,1,1,0,0,0,0,3,4,2,1,0,0,0,0,0,5,2,163,517.0,803,1360,350,1000,100,0,0,1,0,0,3,2,8,1,2,2,2,1,1,3,clean
BDNA1588,Productivity Achiever,60000,5,2,1,6,4,3,3,3,2,5,3,3,2,4,2.5,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,1,4,4,1,1,1,0,0,0,0,1,0,2,3,2,0,1,0,0,1,0,5,6,475,992.0,1551,2332,2500,4500,750,0,1,0,0,1,3,2,4,3,3,2,1,2,1,3,clean
BDNA1589,Productivity Achiever,30000,3,2,2,2,3,5,4,5,1,6,3,4,4,5,2.5,1,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,3,5,0,1,1,1,1,0,0,1,1,2,2,3,0,1,0,0,0,1,1,5,217,685.0,1193,1646,1500,2250,350,0,0,0,1,0,1,2,6,3,1,2,1,3,0,3,clean
BDNA1590,Curious Explorer,5000,4,3,1,6,5,2,4,3,4,5,1,4,4,4,5.0,1,0,0,0,1,1,3,1,0,0,0,0,0,0,1,0,1,2,2,1,0,0,1,1,1,0,1,0,1,3,3,0,0,0,0,0,0,2,4,126,262.0,513,706,150,250,100,1,1,0,1,0,2,3,9,1,1,2,1,1,1,1,clean
BDNA1591,Emotional Reader,30000,5,2,2,4,4,3,3,4,3,8,2,3,1,2,5.0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,2,2,1,0,1,0,0,1,0,0,1,2,2,3,0,0,1,1,0,1,1,3,397,692.0,1030,1642,1500,1000,350,1,0,1,0,0,1,3,5,2,2,3,2,4,0,1,clean
BDNA1592,Non-Reader,5000,6,4,2,4,2,3,4,3,3,3,1,5,1,3,0.0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,4,3,3,1,1,0,0,0,0,1,1,112,262.0,446,639,150,250,100,1,0,0,0,0,1,2,6,3,2,4,2,5,0,1,clean
BDNA1593,Midnight Escapist,15000,2,1,1,3,4,2,1,4,4,11,5,6,1,3,8.0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,0,1,0,1,2,4,2,1,0,0,0,0,0,1,4,145,400.0,654,1173,350,1000,100,0,1,0,1,0,1,2,6,3,2,2,1,3,0,1,clean
BDNA1594,Midnight Escapist,5000,5,3,1,3,3,3,2,4,5,13,2,4,1,4,8.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,3,2,1,0,1,0,0,0,1,0,1,2,4,2,0,0,0,0,0,0,1,4,115,,451,592,150,250,100,1,0,0,0,0,3,1,9,2,1,3,2,2,1,1,missing_psm
BDNA1595,Curious Explorer,15000,3,3,1,3,4,2,4,4,2,6,1,4,6,5,2.5,1,0,0,1,1,0,2,0,0,1,0,0,1,1,0,1,1,1,2,1,1,0,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,2,1,137,418.0,557,833,350,250,350,0,1,1,1,0,1,2,7,1,3,2,4,2,1,1,clean
BDNA1596,Emotional Reader,15000,4,2,1,2,3,4,3,4,3,8,4,4,3,4,0.0,0,1,0,1,1,0,3,0,0,1,1,1,0,0,1,1,0,2,3,0,0,1,1,0,0,0,0,0,2,3,1,0,1,1,0,0,0,2,4,303,545.0,905,1364,350,1000,100,1,0,1,1,0,1,4,4,1,2,3,1,2,1,2,clean
BDNA1597,Midnight Escapist,30000,3,3,1,1,3,2,3,4,5,10,1,3,3,5,1.0,0,1,0,0,1,1,4,0,0,1,1,1,0,0,1,1,0,4,2,0,1,0,1,1,1,1,1,1,2,3,2,1,1,0,0,0,0,1,4,159,563.0,970,1345,750,1000,350,1,1,0,0,1,1,2,8,2,2,2,3,2,1,1,clean
BDNA1598,Midnight Escapist,15000,3,1,1,4,3,2,3,4,5,8,1,1,1,3,1.0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,4,1,1,0,0,0,1,0,0,1,1,2,3,2,0,1,1,0,0,1,2,2,158,556.0,937,1166,750,1000,350,0,0,0,1,0,1,4,3,2,2,1,4,1,1,1,clean
BDNA1599,Midnight Escapist,5000,2,2,1,4,3,3,3,4,4,13,1,5,1,5,5.0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,1,2,2,128,337.0,532,688,150,250,100,0,0,0,0,0,1,2,5,1,2,1,4,4,0,1,clean
BDNA1600,Non-Reader,30000,5,3,1,2,2,3,3,3,2,4,6,5,6,3,1.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,4,2,3,0,0,0,0,0,0,3,3,165,472.0,857,1005,750,250,750,1,0,0,0,0,2,3,5,3,4,5,4,5,0,3,clean
BDNA1601,Midnight Escapist,100000,4,3,1,2,2,3,2,4,4,7,3,2,1,4,2.5,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,0,0,3,1,0,1,1,1,1,1,1,0,0,2,2,2,0,1,1,0,0,0,1,4,475,1046.0,1689,2297,2500,4500,1500,0,0,0,1,1,4,2,6,3,3,3,1,1,1,1,clean
BDNA1602,Productivity Achiever,60000,4,2,2,2,3,4,1,4,2,3,5,2,2,5,2.5,1,0,0,0,1,1,2,0,1,0,0,1,1,1,0,1,0,3,4,1,1,0,1,1,0,1,0,0,2,1,2,0,0,0,0,1,1,3,1,526,1060.0,1598,2724,2500,4500,1500,1,0,1,1,0,5,4,8,2,4,3,4,1,1,3,clean
BDNA1603,Midnight Escapist,5000,7,3,2,2,3,2,3,4,3,12,2,1,1,5,1.0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,3,1,1,0,1,1,0,0,0,0,0,3,4,3,1,1,0,0,0,0,3,3,135,372.0,563,1122,150,250,100,0,1,0,0,0,1,1,6,3,2,3,1,2,1,1,clean
BDNA1604,Productivity Achiever,60000,3,3,1,2,4,5,2,3,3,9,7,2,5,4,5.0,1,1,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,2,3,1,1,0,1,0,0,0,1,0,2,4,2,0,0,0,0,0,0,1,2,387,977.0,1545,2230,2500,4500,750,1,0,1,0,0,2,3,4,1,2,4,3,2,1,2,clean
BDNA1605,Midnight Escapist,30000,2,3,2,2,2,2,2,4,3,10,2,5,1,4,2.5,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,2,1,1,1,1,1,1,0,1,0,0,3,2,2,0,0,0,0,0,0,3,1,248,659.0,1088,1510,1500,1000,350,0,1,0,0,1,5,3,7,4,1,2,4,2,1,1,clean
BDNA1606,Productivity Achiever,60000,4,5,1,4,4,5,4,3,2,5,3,2,3,4,2.5,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,3,5,416,998.0,1651,2347,2500,7500,1500,1,0,0,1,1,5,4,5,1,1,2,1,1,1,1,clean
BDNA1607,Midnight Escapist,60000,7,2,3,5,1,2,2,4,3,7,1,4,4,5,1.0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,3,2,1,1,1,1,0,1,1,0,1,2,3,3,1,1,1,0,0,0,4,1,353,857.0,1436,1961,1500,4500,1500,1,1,0,0,0,3,3,7,1,2,4,1,5,0,1,clean
BDNA1608,Curious Explorer,30000,3,2,1,2,5,2,4,5,3,4,2,4,5,4,0.0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,1,1,1,0,0,1,0,0,1,0,1,2,3,0,1,0,1,0,1,2,1,253,530.0,909,1323,750,1000,350,1,1,0,1,0,2,2,10,2,1,2,3,4,0,1,clean
BDNA1609,Midnight Escapist,5000,2,3,1,2,4,3,3,3,4,12,1,1,4,4,1.0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,2,0,1,1,1,1,1,0,1,0,2,2,2,1,0,0,0,0,0,4,2,240,416.0,553,954,150,250,0,0,1,1,0,0,4,3,8,1,1,3,1,1,1,1,clean
